name,partyCount,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isAlga,isAdilet,isOther,isNodata,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser,idname
Джолдошев Кубанычбек Ниязович,2,0,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",2,Нет данных,2.0,124
Джолдошев Кубанычбек Ниязович,2,0,66,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,Ак Жол,,",4,Ак Жол,2.0,124
Джолдошова Жылдызкан Айтибаевна,1,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,125
Джумабеков Дастанбек Артисбекович,2,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ата-Журт,Кыргызстан",5,Ата-Журт,1.0,126
Джумабеков Дастанбек Артисбекович,2,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ата-Журт,Кыргызстан",6,Кыргызстан,1.0,126
Джумалиева Эльмира Бусурманкуловна,1,0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Республика,",5,Республика,,127
Джунусов Ибрагим Коджоназарович,2,1,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",4,Ак Жол,1.0,128
Джунусов Ибрагим Коджоназарович,2,1,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,Ата-Журт,",5,Ата-Журт,1.0,128
Джураев Мурат Каттабекович,2,0,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",3,Самовыдвиженец,1.0,129
Джураев Мурат Каттабекович,2,0,103,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",4,СДПК,1.0,129
Джураев Сайдолимжон Маруфович,1,0,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,130
Джээнбеков Жусупжан Амражанович,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,",4,СДПК,,131
Диль Валерий Исидорович,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,132
Диль Валерий Исидорович,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,132
Домшенко Олег Леонидович,1,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,133
Донобаев Орозалы Дуйшонович,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,134
Досалиев Акуналы Атамурзаевич,1,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,135
Дуйшеев Орозбек Дуйшеевич,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,136
Дунларов Шабар Манеевич,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,137
Дюшалиев Абдыбек Кашымбекович,1,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,138
Жакыпов Жолдошбек Сейталиевич,1,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,139
Жалилов Имамберди,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,140
Жамалдинов Зиядин Исламович,3,1,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",3,Самовыдвиженец,2.0,141
Жамалдинов Зиядин Исламович,3,1,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",4,Ак Жол,2.0,141
Жамалдинов Зиядин Исламович,3,1,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Самовыдвиженец,Ак Жол,,Онугуу-Прогресс",6,Онугуу-Прогресс,2.0,141
Жамангулов Акылбек Жекшенович,1,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,142
Жамгырчиева Гульнара Оморовна,1,0,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,143
Жапаров Акылбек Усенбекович,3,1,57,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",2,Нет данных,3.0,144
Жапаров Акылбек Усенбекович,3,1,19,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",5,Ар-Намыс,3.0,144
Жапаров Акылбек Усенбекович,3,1,21,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,",Нет данных,,,Ар-Намыс,Бир Бол",6,Бир Бол,3.0,144
Жапаров Садыр Нургожоевич,2,0,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0,145
Жапаров Садыр Нургожоевич,2,0,55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0,145
Жеенчороев Мирлан Канатбекович,1,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,146
Жекшеев Жыпар,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,147
Жолдошбаев Камчыбек Жолдошбаевич,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Адилет,,,Онугуу-Прогресс",3,Адилет,3.0,148
Жолдошбаев Камчыбек Жолдошбаевич,2,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Адилет,,,Онугуу-Прогресс",6,Онугуу-Прогресс,3.0,148
Жолчиев Бакир Дыйканович,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,149
Жоошбеков Заирбек Сулайманович,1,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,150
Жоробеков Жолборс,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,151
Жоробеков Тариел Улукбекович,1,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,152
Жумабекова Турдукан Абдыкарыевна,1,0,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,153
Жумалиев Кубанычбек Мырзабекович,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,,,Бир Бол",6,Бир Бол,,154
Жунус уулу Адыл,1,0,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,155
Жунус уулу Алтынбек,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,156
Журавлев Олег Владимирович,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,",,Алга Кыргызстан,,,",3,Алга Кыргызстан,,157
Жураев Бурибай Жураевич,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,158
Жураев Бурибай Жураевич,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,158
Жутанов Алмаз Токтоназарович,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,159
Жылкыбаев Узарбек Казиевич,1,0,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,160
Жээнбеков Асылбек Шарипович,3,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",4,СДПК,1.0,161
Жээнбеков Асылбек Шарипович,3,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",5,СДПК,1.0,161
Жээнбеков Асылбек Шарипович,3,0,141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",6,СДПК,1.0,161
Жээнбеков Равшан Бабырбекович,1,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,162
Жээнбеков Сооронбай Шарипович,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,163
Жээнбеков Сооронбай Шарипович,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,163
Заиров Маматоктор Садырбаевич,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,164
Зулпукаров Торобай Закирович,2,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,СДПК",5,СДПК,1.0,165
Зулпукаров Торобай Закирович,2,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,СДПК",6,СДПК,1.0,165
Зулушев Курманкул Токторалыевич,1,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,166
Ибрагимов Сергей Мухамедович,1,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,167
Ибраев Саматбек Кулукеевич,1,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,168
Ибраимжанов Болотбек Сапарбаевич,1,0,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,169
Ибраимов Абыт,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,170
Ибраимов Жумабек Ибраимович,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,171
Ибраимова Эльмира Султановна,1,0,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,172
Идинов Кубанычбек,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,173
Измаилов Аскар Бекматович,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,174
Измалкова Алла Николаевна,1,0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,175
Икрамов Тазабек Икрамович,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Онугуу-Прогресс",6,Онугуу-Прогресс,,176
Иманалиев Бактыбек Тыбынович,1,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,177
Иманалиев Жусуп Умарович,2,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0,178
Иманалиев Жусуп Умарович,2,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0,178
Иманалиев Каныбек Капашович,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",2,Нет данных,2.0,179
Иманалиев Каныбек Капашович,4,1,48,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",3,Самовыдвиженец,2.0,179
Иманалиев Каныбек Капашович,4,1,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",5,Ар-Намыс,2.0,179
Иманалиев Каныбек Капашович,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,,Ар-Намыс,Ата Мекен",6,Ата Мекен,2.0,179
Иманалиева Айнура Касымбековна,1,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,180
Иманалиева Эльмира Сансызбаевна,1,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,181
Иманкулов Бактыбек Абдыкулович,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,182
Иминов Фархат Ажмуханбетович,1,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,183
Ирсалиев Рахатбек Молдобекович,2,0,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",3,Самовыдвиженец,1.0,184
Ирсалиев Рахатбек Молдобекович,2,0,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,СДПК,,",4,СДПК,1.0,184
Исабеков Кубанычбек Сатиндиевич,2,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,другое,Ак Жол,,",3,другое,1.0,185
Исабеков Кубанычбек Сатиндиевич,2,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,другое,Ак Жол,,",4,Ак Жол,1.0,185
Исаев Жаныбек Базаркулович,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,186
Исаев Жусупали Калматович,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,187
Исаев Канатбек Кедейканович,2,1,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Республика,Кыргызстан",5,Республика,1.0,188
Исаев Канатбек Кедейканович,2,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Республика,Кыргызстан",6,Кыргызстан,1.0,188
Исаев Кыдык Шайдинович,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,189
Исаев Тилектеш Каримович,1,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,190
Исаева Динара Шертаевна,3,1,58,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",4,Ак Жол,1.0,191
Исаева Динара Шертаевна,3,1,68,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",5,Ата-Журт,1.0,191
Исаева Динара Шертаевна,3,1,75,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,",,,Ак Жол,Ата-Журт,Республика - Ата Журт",6,Республика - Ата Журт,1.0,191
Исаков Исмаил Исакович,2,0,64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,СДПК,",2,Нет данных,3.0,192
Исаков Исмаил Исакович,2,0,115,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,СДПК,",5,СДПК,3.0,192
Исаков Музаффар Ахматходжаевич,1,0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,193
Исаков Эсенгул,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,194
Исакунова Таалайкул Базаркуловна,1,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,195
Исанова Мария Насирдиновна,1,0,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,196
Исмаилов Есен Жумазович,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,197
Исмаилова Аида Жекшенбаевна,1,0,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,198
Кабаев Акбаралы Саринжиевич,1,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,199
Кадыралиев Санжарбек Кармышакович,1,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,200
Кадыралиева Ыргал Кармышаковна,1,0,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,201
Кадырбеков Адылбек,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,202
Кадырбеков Ишенбай Дюшенбиевич,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,203
Кадырбеков Ишенбай Дюшенбиевич,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,203
Кадыркулов Искендер Анарбекович,1,0,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,204
Кадыров Бахтияр Сабиржанович,1,0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,СДПК,",5,СДПК,,205
Кадыров Кубанычбек Бекбосунович,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,",4,СДПК,,206
Казакбаев Жалгап Ийманбекович,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,207
Казакбаев Руслан Айтбаевич,1,0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,208
Калмаматов Ажибай Айтиевич,1,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,209
Калмаматов Бактыбек,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ата Мекен,",5,Ата Мекен,,210
Калмаматов Жыргалбек Айтиевич,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,211
Калматов Анарбек Баратович,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ар-Намыс,",5,Ар-Намыс,,212
Калматов Тойгонбай Зикирович,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,213
Калмурзаев Марат Исмаилович,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,214
Кангельдиев Азамат Нурказыевич,1,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ата-Журт,",5,Ата-Журт,,215
Каниметов Жангороз,3,0,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",1,Нет данных,2.0,216
Каниметов Жангороз,3,0,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",2,Нет данных,2.0,216
Каниметов Жангороз,3,0,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,Ак Жол,,",4,Ак Жол,2.0,216
Карабеков Кабай Джабаевич,3,0,79,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,Ак Жол,,",2,Нет данных,1.0,217
Карабеков Кабай Джабаевич,3,0,50,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,Ак Жол,,",3,Самовыдвиженец,1.0,217
Карабеков Кабай Джабаевич,3,0,53,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,Самовыдвиженец,Ак Жол,,",4,Ак Жол,1.0,217
Карамушкина Ирина Юрьевна,3,0,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",4,СДПК,1.0,218
Карамушкина Ирина Юрьевна,3,0,113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",5,СДПК,1.0,218
Карамушкина Ирина Юрьевна,3,0,148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,СДПК,СДПК",6,СДПК,1.0,218
Карашев Аалы Азимович,1,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,219
Каримов Алмазбек Ташполотович,1,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,220
Каримов Нодирбек Тохтосинович,1,0,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,221
Карпасов Александр Викторович,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,222
Касымалиева Аида Камчыбековна,1,0,134,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,223
Касымов Камбаралы Жолотаевич,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,224
Качкеев Рыспек Омоевич,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,,,,,",1,Нет данных,,225
Келдибаев Сагындык Аширалиевич,1,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,",,,,,Республика - Ата Журт",6,Республика - Ата Журт,,226
Келдибеков Ахматбек Келдибекович,2,0,51,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",3,Самовыдвиженец,2.0,227
Келдибеков Ахматбек Келдибекович,2,0,59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,Ата-Журт,",5,Ата-Журт,2.0,227
Кенжебаева Айнур Абдурасуловна,1,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,228
Керезбеков Канат Керезбекович,1,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,СДПК",6,СДПК,,229
Керексизов Ташкул Джанузакович,1,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,,,",3,Самовыдвиженец,,230
Керимбеков Бакыт Макенович,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,231
Керимкулов Айдарбек Темирбекович,2,0,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,",Нет данных,Алга Кыргызстан,,,",2,Нет данных,1.0,232
Керимкулов Айдарбек Темирбекович,2,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,",Нет данных,Алга Кыргызстан,,,",3,Алга Кыргызстан,1.0,232
Керимова Нурбюбю Сартовна,1,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,233
Кодуранова Асель Союзбековна,2,0,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,СДПК",4,СДПК,2.0,234
Кодуранова Асель Союзбековна,2,0,127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,СДПК,,СДПК",6,СДПК,2.0,234
Кожомкулов Тулемуш Жапаркулович,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,235
Койчубаков Нурлан Кенешович,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ак Жол,,",4,Ак Жол,,236
Комиссарова Любовь Николаевна,1,0,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,",Нет данных,,,,",2,Нет данных,,237
Конушбаев Тынчтыкбек Кадырбекович,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Кыргызстан",6,Кыргызстан,,238
Коркмазов Хаджимурат Зулкарнаевич,4,0,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",1,Нет данных,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,4,0,98,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",2,Нет данных,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,4,0,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",3,Самовыдвиженец,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,4,0,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,Самовыдвиженец,Партия коммунистов КР,,",4,Партия коммунистов КР,1.0,239
Кочкоров Эсенбай,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",1,Нет данных,1.0,240
Кочкоров Эсенбай,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Нет данных,Нет данных,,,,",2,Нет данных,1.0,240
Кудайбергенов Джаныш Камчыбекович,3,1,62,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Самовыдвиженец,Ак Жол,Ата-Журт,",3,Самовыдвиженец,1.0,241
